date,HHA11AS001XQ01,HHA12AS001XQ01,HHA13AS001XQ01,HHA14AS001XQ01,HHA31AS001XQ01,HHA32AS001XQ01,HHA33AS001XQ01,HHA34AS001XQ01,HHA71AS001XQ01,HHA72AS001XQ01,HHA73AS001XQ01,HHA74AS001XQ01,HHA81AS001XQ01,HHA82AS001XQ01,HHA83AS001XQ01,HHA84AS001XQ01,HHA51AS001XQ01,HHA52AS001XQ01,HHA53AS001XQ01,HHA54AS001XQ01,HNA00AA001AXQ01,HNA00AA001BXQ01,HNA00AA002AXQ01,HNA00AA002BXQ01,LAF01CG101XQ01,LAF02CG101XQ01,LAF11CG101XQ01,LAF12CG101XQ01,LAF13CG101XQ01,LAF14CG101XQ01,LAF21CG101XQ01,LAF22CG101XQ01,LAF31CG101XQ01,LAF32CG101XQ01,LAF33CG101XQ01,LAF34CG101XQ01,MW,MSP,THRTEMP,YRHRPRS,RRHRPRS,YRHRTEMPT,RRHRTEMPT,MWD2,A02P003G,A02P004G,PAB10CT101,PAB20CT101,PAB20CT102,NOM,MSPS,SELFP1,A017P005,LAE11CG101XQ01,LAE12CG101XQ01,LAE13CG101XQ01,LAE14CG101XQ01,LAE21CG101XQ01,LAE22CG101XQ01,LAE23CG101XQ01,LAE24CG101XQ01,BMOUT,TOTALCOAL,TAF,O2,FWFLOW,A09M210SHH,resolution
2016-04-04 21:10:00,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,87.0,87.0,87.0,87.0,75.0,75.0,100.0,100.0,0.213675,0.091576,0.091576,0.091576,0.030525599999999993,2.3687449999999997,0.152625,0.4578749999999999,0.7631259999999999,0.4578749999999999,0.091576,2.7411499999999998,806.4253,26.067159999999994,590.107,8.157969999999999,2.1497299999999995,589.4558000000001,592.5139,806.5808,72614.24,7509.13,15.2854,15.20316,15.542399999999997,5.0,26.274070000000005,0.0,135.5011,1.697193,1.660565,2.8205169999999997,2.014655,2.710625,5.769229,5.042729,2.384001,820.6384,291.3985,2927.0209999999997,2.939744,2122.6009999999997,2774.882,0
2016-04-04 21:20:00,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,87.0,87.0,87.0,87.0,80.1,80.1,100.0,100.0,0.20757000000000003,0.091576,0.091576,0.091576,0.030525599999999993,2.4175849999999994,0.152625,0.4578749999999999,0.7631259999999999,0.4578749999999999,0.091576,2.783885,842.4852000000003,27.41635,597.0986999999999,8.35852,2.1497299999999995,592.6210000000001,599.2621999999999,841.6887,72626.43,7509.13,15.303389999999998,15.2083,15.542399999999997,5.0,27.4433,0.0,134.09200000000004,9.432226000000002,11.709405,9.761901,12.100125000000002,11.556772999999996,17.612941999999997,16.434672999999997,22.417579999999997,854.5883000000001,298.5628,3050.571,2.942948,2200.777,2741.3630000000003,0
2016-04-04 21:30:00,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,87.0,87.0,87.0,87.0,100.0,100.0,100.0,100.0,0.213675,0.091576,0.091576,0.091576,0.030525599999999993,2.4725299999999995,0.152625,0.4578749999999999,0.7631259999999999,0.4578749999999999,0.091576,2.77778,841.8,27.47129,594.4561,8.35852,2.1497299999999995,591.231,602.0577999999999,844.0004999999999,72638.61,7509.13,15.2854,15.192880000000002,15.542399999999997,5.0,27.81897,0.0,134.09200000000004,3.876681,4.652012099999999,4.3894922,5.1892594,2.362642,5.854698999999999,13.064709000000002,10.198404,856.5019,300.5128000000001,3022.05,3.439425,2180.204,2755.9489999999996,0
2016-04-04 21:40:00,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,87.0,87.0,87.0,87.0,100.0,100.0,72.0,72.0,0.19536000000000003,0.091576,0.091576,0.091576,0.030525599999999993,2.4542149999999996,0.152625,0.4578749999999999,0.7631259999999999,0.46398009999999995,0.091576,2.77778,840.6009,27.688049999999997,599.6823,8.35852,2.1497299999999995,593.7191999999999,603.8888,839.5551000000002,72650.73000000001,7509.13,15.300819999999998,15.20316,15.542399999999997,5.0,27.692249999999994,0.0,135.2992,27.43591,29.505510000000005,27.289369999999998,29.768040000000003,14.975574,28.02808,45.36021999999999,40.17094,850.8594,293.146,2996.381,3.4099340000000007,2122.523,2778.248,0
2016-04-04 21:50:00,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,87.0,87.0,87.0,87.0,100.0,100.0,60.0,60.0,0.213675,0.091576,0.091576,0.091576,0.030525599999999993,2.4297950000000004,0.152625,0.4578749999999999,0.7631259999999999,0.4578749999999999,0.091576,2.77778,830.2369000000001,27.308899999999994,597.1737999999999,8.35852,2.1497299999999995,598.2629999999999,597.7815,829.8160000000001,72662.87000000001,7509.13,15.316239999999999,15.21858,15.542399999999997,5.0,27.39656,0.0,136.104,44.86571000000001,46.416360000000005,45.03662,46.75824000000001,2.72894,45.77534000000001,52.802200000000006,73.96826,840.5123,286.43809999999996,2972.705,3.5881400000000006,2053.1759999999995,2807.03,0
2016-04-04 22:00:00,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,87.0,87.0,87.0,87.0,100.0,100.0,60.0,60.0,0.18315,0.091576,0.091576,0.091576,0.030525599999999993,2.4236900000000006,0.152625,0.4578749999999999,0.7631259999999999,0.4578749999999999,0.091576,2.77778,804.3695,26.48352,589.4586999999999,8.35852,2.1497299999999995,595.9539,591.9404,804.1661,72674.97999999998,7509.13,15.339369999999999,15.251990000000001,15.542399999999997,5.0,26.69445,0.0,136.104,57.08179,57.96090999999999,57.65565,59.82295999999999,1.2210050000000003,24.774121,36.94141,79.81685999999999,816.7507,275.3881,2882.5980000000004,3.905127999999999,1992.958,2847.022,0
2016-04-04 22:10:00,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,87.0,87.0,87.0,87.0,100.0,100.0,60.0,60.0,0.189255,0.091576,0.091576,0.091576,0.03663063999999999,2.4114800000000005,0.152625,0.4578749999999999,0.7631259999999999,0.46398009999999995,0.091576,2.7350449999999995,797.0033999999999,25.895,591.9049,8.35852,2.1497299999999995,593.3407,588.0049000000001,797.5140000000001,72687.17,7509.13,15.313669999999998,15.226290000000002,15.542399999999997,5.0,26.378159999999998,0.0,137.7048,14.230768000000001,16.990236000000003,15.390726000000004,17.673996999999996,1.208795,3.51038,3.888892,5.204523,826.6877000000001,288.2892999999999,2884.783,3.7980759999999996,2064.7799999999997,2788.9919999999997,0
2016-04-04 22:20:00,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,87.0,87.0,87.0,87.0,100.0,100.0,60.0,60.0,0.20757000000000003,0.091576,0.091576,0.091576,0.030525599999999993,2.4175850000000003,0.152625,0.4578749999999999,0.7631259999999999,0.4578749999999999,0.091576,2.7411499999999998,774.2194999999999,25.649549999999998,596.7025000000001,8.35852,2.1497299999999995,593.4179,586.3414,773.3342,72699.41,7509.13,15.32395,15.223720000000004,15.542399999999997,5.0,25.771660000000004,0.0,138.105,6.559826000000001,15.518925,6.8803399999999995,16.434662,1.4346800000000004,22.356529000000002,13.308907,9.590965,796.0229,273.2111,2823.0029999999997,3.5413449999999997,1985.5089999999996,2804.117,0
2016-04-04 22:30:00,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,87.0,87.0,87.0,87.0,100.0,100.0,80.0,80.0,0.20757000000000003,0.091576,0.091576,0.091576,0.030525599999999993,2.4175850000000003,0.15873,0.4578749999999999,0.7631259999999999,0.4578749999999999,0.091576,2.747255,752.8919,25.47924,597.5747000000001,8.35852,2.1497299999999995,595.1366999999999,586.7410000000001,751.7103999999999,72711.72,7509.13,15.3111,15.22115,15.542399999999997,5.0,24.99116,0.0,137.1045,50.75091,64.76801,51.39805,65.26863,4.786328000000001,59.48106999999999,53.418820000000004,84.42619,760.7506000000001,254.1619,2743.977,3.3884609999999995,1815.4809999999998,2878.774,0
2016-04-04 22:40:00,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,87.0,87.0,87.0,87.0,100.0,100.0,80.0,80.0,0.213675,0.091576,0.091576,0.091576,0.030525599999999993,2.3687449999999997,0.152625,0.4578749999999999,0.7631259999999999,0.4578749999999999,0.091576,2.75336,746.2966,24.98778,592.3318999999999,8.35852,2.1497299999999995,592.0552,586.7858,745.7655000000001,72723.97,7509.13,15.3111,15.21344,15.542399999999997,5.0,24.751749999999998,0.0,136.104,95.43956999999997,99.30405000000002,98.07682,99.16969999999999,1.4468869999999998,36.86203300000001,44.86569,83.37925000000001,755.8734999999999,256.9973,2726.4350000000004,3.6009610000000003,1808.8709999999999,2886.779,0
2016-04-04 22:50:00,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,87.0,87.0,87.0,87.0,100.0,100.0,80.0,80.0,0.213675,0.091576,0.091576,0.091576,0.03663063999999999,2.36264,0.152625,0.4578749999999999,0.7631259999999999,0.4578749999999999,0.091576,2.77778,729.9369999999999,24.436510000000006,600.073,8.057695,2.1497299999999995,592.0437,588.8862,730.8642000000002,72736.26000000001,7509.13,15.31881,15.221150000000003,15.542399999999997,4.7,24.300040000000003,0.0,136.104,75.45176999999998,79.73750600000001,78.235591,79.53602100000002,13.858381,27.551893,22.496944,37.652631,737.7823000000001,259.2223,2682.593,3.4365370000000004,1773.244,2901.7690000000002,0
2016-04-04 23:00:00,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,87.0,87.0,87.0,87.0,100.0,100.0,80.0,80.0,0.20757000000000003,0.091576,0.091576,0.091576,0.04884071999999999,2.35043,0.152625,0.4578749999999999,0.7631259999999999,0.4578749999999999,0.091576,2.7716749999999997,717.9453000000001,23.418210000000006,601.7211,7.3557700000000015,2.1497299999999995,591.2324999999998,588.3199999999999,722.2414000000001,72748.36,7509.13,15.33423,15.24685,15.542399999999997,4.0,23.956339999999997,0.0013736199999999999,136.104,13.953,14.590975,16.5506757,8.076930999999998,9.945037,39.505489999999995,37.167367,12.194740000000001,739.3524,266.8757,2650.796,4.369229,1808.7930000000001,2839.6189999999997,0
2016-04-04 23:10:00,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,87.0,87.0,87.0,87.0,92.0,92.0,90.0,90.0,0.20146500000000006,0.091576,0.091576,0.091576,0.04884071999999999,2.3931650000000007,0.152625,0.4578749999999999,0.7631259999999999,0.4578749999999999,0.091576,2.7655699999999994,719.6584,23.578129999999998,602.0961,7.3557700000000015,2.1497299999999995,594.8196,589.8023999999999,718.5791,72760.32,7509.13,15.3368,15.24685,15.542399999999997,4.0,23.947260000000004,0.00015261,135.50040000000004,29.590980000000002,37.82052,49.603170000000006,39.749700000000004,4.2429814,27.24665,29.22466,46.037850000000006,740.3945,254.33049999999997,2691.222,4.359295,1781.2800000000002,2866.3669999999997,0
2016-04-04 23:20:00,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,87.0,87.0,87.0,87.0,80.0,80.0,100.0,100.0,0.213675,0.091576,0.091576,0.091576,0.04273567999999999,2.4175850000000003,0.152625,0.4578749999999999,0.7631259999999999,0.4578749999999999,0.091576,2.7411499999999998,718.3739,23.465819999999997,599.8156000000001,7.3557700000000015,2.1497299999999995,593.498,589.3398,718.4441,72772.38,7509.13,15.3111,15.21087,15.542399999999997,4.0,23.730420000000002,0.0,131.67839999999998,31.092809999999997,47.05128,51.26374,46.42246,3.028083100000001,30.030520000000003,31.294280000000004,25.1434705,743.9504000000001,260.6469,2631.744,4.532051000000001,1787.497,2864.7419999999997,0
2016-04-04 23:30:00,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,87.0,87.0,87.0,87.0,80.0,80.0,100.0,100.0,0.20146500000000006,0.091576,0.091576,0.091576,0.04273567999999999,2.4359000000000006,0.152625,0.4578749999999999,0.7631259999999999,0.4578749999999999,0.091576,2.7411499999999998,727.9669,24.33334,606.4753000000001,7.3557700000000015,2.1497299999999995,597.2746,594.491,720.5513,72784.37000000001,7509.13,15.3111,15.2083,15.542399999999997,4.0,23.814650000000004,0.0016788600000000001,127.86050000000003,84.05373,93.10136,93.14411000000001,89.57875,69.90236,77.95482,76.33721,70.29303999999999,730.4773,250.3431,2608.6549999999997,3.6644219999999996,1711.455,2897.4869999999996,0
2016-04-04 23:40:00,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,87.0,87.0,87.0,87.0,80.0,80.0,100.0,100.0,0.20757000000000003,0.091576,0.091576,0.091576,0.03663063999999999,2.3748499999999995,0.152625,0.4578749999999999,0.7631259999999999,0.4578749999999999,0.091576,2.7289399999999993,731.4789000000001,24.587300000000003,598.962,7.3557700000000015,2.1497299999999995,595.9271000000001,595.0977999999999,729.6836,72796.45999999999,7509.13,15.3111,15.2083,15.542399999999997,4.0,24.219749999999998,0.0,126.054,68.74236,67.46032999999998,75.67134000000001,66.05006,3.4432195,37.118432,37.680091,18.150173000000002,735.6818,246.85879999999997,2614.205,4.317306,1786.05,2883.069,0
2016-04-04 23:50:00,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,87.0,87.0,87.0,87.0,87.0,87.0,100.0,100.0,0.213675,0.091576,0.091576,0.091576,0.030525599999999993,2.380955,0.152625,0.4578749999999999,0.7631259999999999,0.4578749999999999,0.091576,2.7716749999999997,730.9646,23.79974,596.5881999999999,7.3557700000000015,2.1497299999999995,590.4654,590.8524,732.5003,72808.49,7509.13,15.3111,15.2083,15.542399999999997,4.0,24.121510000000008,0.0,126.054,21.8315,29.493290000000002,26.84372,30.103790000000004,3.7973090000000007,30.500622,34.243037,2.73199,750.1881999999999,266.2204,2604.139,4.23141,1843.5939999999998,2826.712,0
2016-04-05 00:00:00,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,87.0,87.0,87.0,87.0,90.0,90.0,100.0,100.0,0.213675,0.091576,0.091576,0.091576,0.030525599999999993,2.380955,0.152625,0.4578749999999999,0.7631259999999999,0.4578749999999999,0.091576,2.722834999999999,754.6907,24.43345,599.3573999999999,7.3557700000000015,2.1497299999999995,592.0980999999999,593.0887,754.8258,72820.49999999999,7509.13,15.3111,15.21858,15.542399999999997,4.0,24.7825,0.0,125.45219999999999,28.01587,40.87302999999999,33.28452,41.404160000000005,3.0891349999999997,10.146517,13.076907,2.6953603999999998,780.0568999999998,270.66089999999997,2700.0620000000004,3.9903850000000007,1918.86,2795.41,0
2016-04-05 00:10:00,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,87.0,87.0,87.0,87.0,90.0,90.0,100.0,100.0,0.213675,0.091576,0.091576,0.091576,0.030525599999999993,2.380955,0.152625,0.4578749999999999,0.7631259999999999,0.4578749999999999,0.091576,2.7167299999999996,768.8235000000002,25.23566,602.3141,7.3557700000000015,2.1497299999999995,595.1432,596.1159999999999,768.6761999999999,72832.49999999999,7509.13,15.3111,15.2083,15.542399999999997,4.0,25.225599999999993,0.0,124.04799999999997,34.4933,38.278389999999995,40.09767,38.79120999999999,4.676435,33.015859999999996,43.93163,6.3675196,788.6470999999999,272.5112,2703.15,3.666988,1924.1680000000001,2795.708,0
2016-04-05 00:20:00,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,87.0,87.0,87.0,87.0,98.0,98.0,100.0,100.0,0.20146500000000006,0.091576,0.091576,0.091576,0.030525599999999993,2.3931650000000007,0.152625,0.4578749999999999,0.7631259999999999,0.4578749999999999,0.091576,2.7167299999999996,772.9348,25.49147,600.5568000000001,7.3557700000000015,2.1497299999999995,596.0530000000001,597.2155999999999,773.4139,72844.55000000002,7509.13,15.3111,15.22115,15.542399999999997,4.0,25.437039999999996,0.0,124.04799999999997,34.60928,40.274730000000005,40.05495,40.79366,13.601939000000002,47.081810000000004,47.15507000000001,28.821729999999995,789.4203,272.73199999999997,2697.527,3.7506410000000003,1924.9199999999996,2810.993,0
2016-04-05 00:30:00,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,87.0,87.0,87.0,87.0,98.0,98.0,100.0,100.0,0.213675,0.091576,0.091576,0.091576,0.030525599999999993,2.3992700000000005,0.152625,0.4578749999999999,0.7631259999999999,0.4578749999999999,0.091576,2.7167299999999996,768.6522000000001,25.29914,599.6005000000001,7.3557700000000015,2.1497299999999995,595.0466,595.5986,768.2828999999999,72856.70999999999,7509.13,15.313669999999998,15.21601,15.542399999999997,4.0,25.483869999999996,0.0,124.04799999999997,18.0647,23.754570000000005,23.345540000000003,24.578749999999996,1.7094006999999998,26.67278,36.24543,2.1581210000000004,792.6297000000001,268.6917,2688.4649999999997,3.9208350000000003,1941.1550000000002,2803.663,0
2016-04-05 00:40:00,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,87.0,87.0,87.0,87.0,80.0,80.0,100.0,100.0,0.201465,0.091576,0.091576,0.091576,0.030525599999999993,2.3565349999999996,0.152625,0.4578749999999999,0.7631259999999999,0.4578749999999999,0.091576,2.7167299999999996,765.6542,25.05616,601.6539,7.3557700000000015,2.1497299999999995,594.5285,594.7039000000001,765.1946999999999,72868.8,7509.13,15.31881,15.22629,15.542399999999997,4.0,25.281059999999997,0.0,124.04799999999997,1.1874245,3.9926756000000005,6.257627000000001,5.158733000000001,2.3260084,33.07694,36.5629,0.9462769999999999,789.078,271.9301,2674.2599999999998,3.8698729999999997,1950.0269999999996,2787.7290000000003,0
2016-04-05 00:50:00,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,87.0,87.0,87.0,87.0,80.0,80.0,100.0,100.0,0.201465,0.091576,0.091576,0.091576,0.030525599999999993,2.393165,0.152625,0.4578749999999999,0.7631259999999999,0.4578749999999999,0.091576,2.7167299999999996,756.4036,25.16483,603.2855,7.3557700000000015,2.1497299999999995,595.2820000000002,596.0979,756.7796,72880.82,7509.13,15.3111,15.21087,15.542399999999997,4.0,25.05456,0.0,124.04799999999997,5.641024,10.201450500000002,10.830275,10.763101500000001,2.7899896,50.64103,45.40294000000001,13.846146999999998,774.7794,263.61990000000003,2642.0649999999996,3.757372,1894.744,2804.4970000000003,0
2016-04-05 01:00:00,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,87.0,87.0,87.0,87.0,80.0,80.0,100.0,100.0,0.201465,0.091576,0.091576,0.091576,0.04273567999999999,2.4053750000000003,0.152625,0.4578749999999999,0.7631259999999999,0.4578749999999999,0.091576,2.7167299999999996,756.3179000000001,25.02684,602.8836999999999,7.3557700000000015,2.1497299999999995,595.1655999999999,596.3706999999998,757.0101999999999,72892.91,7509.13,15.32138,15.223720000000004,15.542399999999997,4.0,24.95865,0.0,124.04799999999997,27.64959,33.78514,32.710629999999995,33.45545,12.948706000000001,44.02321,46.94749,33.18683,774.3044999999998,265.3231,2613.308,3.7051299999999996,1880.7590000000005,2813.817,0
2016-04-05 01:10:00,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,87.0,87.0,87.0,87.0,80.0,80.0,100.0,100.0,0.19536000000000003,0.091576,0.091576,0.091576,0.030525599999999993,2.4114800000000005,0.152625,0.4578749999999999,0.7631259999999999,0.4578749999999999,0.091576,2.7167299999999996,750.1510999999999,24.74298,601.2747,7.3557700000000015,2.1497299999999995,594.1538,594.9264000000001,749.9595,72905.06000000001,7509.13,15.290539999999998,15.195450000000003,15.542399999999997,4.0,24.881769999999996,0.0,124.24859999999998,38.6508,43.827839999999995,43.76069,43.35165,4.346766000000001,39.175839999999994,38.38828000000001,4.081199,770.4116,262.2205,2604.74,3.735898,1854.5040000000001,2815.5099999999998,0
2016-04-05 01:20:00,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,87.0,87.0,87.0,87.0,80.0,80.0,100.0,100.0,0.213675,0.091576,0.091576,0.091576,0.03663063999999999,2.4114800000000005,0.152625,0.4578749999999999,0.7631259999999999,0.4578749999999999,0.091576,2.7167299999999996,740.4722,24.553739999999998,600.9394,7.3557700000000015,2.1497299999999995,593.5866,593.6921,740.1505,72917.22,7509.13,15.30853,15.21087,15.542399999999997,4.0,24.638939999999998,0.0,126.054,39.578770000000006,43.693540000000006,44.59097999999999,43.20513,1.2271062999999998,33.595870000000005,31.037869999999998,0.5006109999999999,757.5219,256.95379999999994,2589.277,3.880449,1828.241,2832.071999999999,0
2016-04-05 01:30:00,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,87.0,87.0,87.0,87.0,80.0,80.0,100.0,100.0,0.20146500000000006,0.091576,0.091576,0.091576,0.04273567999999999,2.4114800000000005,0.152625,0.4578749999999999,0.7631259999999999,0.4578749999999999,0.091576,2.7167299999999996,733.6199,24.19657,600.1743,7.3557700000000015,2.1497299999999995,591.4875,592.1940999999999,732.6500000000001,72929.34,7509.13,15.295679999999999,15.205729999999999,15.542399999999997,4.0,24.36559,0.0,126.054,31.78879,33.26619,36.89255,33.064730000000004,3.4615354000000003,21.575070000000004,20.95236,0.531136,758.308,254.8788,2575.084,3.8679480000000006,1830.8799999999997,2817.275,0
2016-04-05 01:40:00,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,87.0,87.0,87.0,87.0,80.0,80.0,100.0,100.0,0.20757000000000003,0.091576,0.091576,0.091576,0.030525599999999993,2.4114800000000005,0.152625,0.4578749999999999,0.7631259999999999,0.4578749999999999,0.091576,2.7167299999999996,731.393,24.001829999999998,602.2616,7.3557700000000015,2.1497299999999995,591.5611,591.9392,732.3013000000001,72941.45999999999,7509.13,15.34708,15.24942,15.542399999999997,4.0,24.16605,0.0,126.054,21.452990999999997,24.304029999999997,26.55679,24.395609999999998,2.7167276000000014,39.12699,31.568989999999996,0.778389,758.1302999999999,261.25469999999996,2581.57,4.0012810000000005,1856.5979999999995,2809.8660000000004,0
2016-04-05 01:50:00,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,87.0,87.0,87.0,87.0,80.0,80.0,100.0,100.0,0.20146500000000006,0.091576,0.091576,0.091576,0.030525599999999993,2.4114800000000005,0.152625,0.4578749999999999,0.7631259999999999,0.4578749999999999,0.091576,2.7167299999999996,733.2773000000001,23.963389999999997,598.4941,7.3557700000000015,2.1497299999999995,590.5763999999999,591.0101000000001,733.4710999999999,72953.64,7509.13,15.329089999999999,15.23914,15.542399999999997,4.0,24.22889,0.0,126.054,0.848596,4.743582900000002,5.982907999999999,5.3601892,1.7887676,29.352880000000006,17.026855,0.512821,765.6816,263.1712,2574.9129999999996,3.923077,1877.7039999999997,2782.6619999999994,0
2016-04-05 02:00:00,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,87.0,87.0,87.0,87.0,80.0,80.0,100.0,100.0,0.17704500000000004,0.091576,0.091576,0.091576,0.03663063999999999,2.4114800000000005,0.152625,0.4578749999999999,0.7631259999999999,0.4578749999999999,0.091576,2.7106249999999994,723.0846,23.915139999999997,599.6010999999999,7.3557700000000015,2.1497299999999995,590.232,590.6977999999999,722.658,72965.84,7509.13,15.290539999999998,15.192880000000002,15.542399999999997,4.0,24.102610000000002,0.000763114,126.054,2.335166,3.3333319,7.503045,4.0231921,1.8681329999999998,11.001214000000001,6.9291849999999995,1.498779,753.0269999999999,253.26189999999997,2562.7940000000003,3.9532049999999996,1832.4399999999998,2789.177,0
2016-04-05 02:10:00,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,87.0,87.0,87.0,87.0,80.0,80.0,100.0,100.0,0.213675,0.091576,0.091576,0.091576,0.04273567999999999,2.4114800000000005,0.152625,0.4578749999999999,0.7631259999999999,0.4578749999999999,0.091576,2.7106249999999994,717.0888,23.85285,601.9016,7.281592000000001,2.1332420000000005,591.0857000000002,590.5043,716.5086000000001,72978.15,7509.13,15.295679999999999,15.20059,15.542399999999997,4.0,23.802739999999996,0.0,125.82300000000001,10.982897,15.402916000000001,16.361393999999997,16.398027000000003,3.5286941,46.62392,36.666669999999996,1.75519,746.9177999999999,253.73689999999996,2535.3770000000004,3.8432690000000003,1800.8629999999998,2802.239,0
2016-04-05 02:20:00,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,87.0,87.0,87.0,87.0,80.0,80.0,100.0,100.0,0.20146500000000006,0.091576,0.091576,0.091576,0.03663063999999999,2.4114800000000005,0.152625,0.4578749999999999,0.7631259999999999,0.4578749999999999,0.091576,2.7167299999999996,715.3758,23.912069999999996,599.3549,7.232139999999999,2.1222500000000006,591.0465000000002,589.9535,715.5295000000001,72990.43000000001,7509.13,15.272549999999999,15.187740000000002,15.542399999999997,4.0,23.69301,0.0,125.66900000000001,24.77411,30.23811,29.945069999999998,30.95848,3.1379741,42.92431,44.22467,0.900488,740.9527999999999,254.99829999999997,2512.112,3.807051,1790.7589999999996,2807.702,0
2016-04-05 02:30:00,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,87.0,87.0,87.0,87.0,80.0,80.0,100.0,100.0,0.20757000000000003,0.091576,0.091576,0.091576,0.04273567999999999,2.4175850000000003,0.152625,0.4578749999999999,0.7631259999999999,0.4578749999999999,0.091576,2.7167299999999996,711.3501,23.899869999999996,602.0246,7.232139999999999,2.1222500000000006,591.9792,590.5562,710.3809000000001,73002.70999999999,7509.13,15.2597,15.182600000000004,15.542399999999997,4.0,23.66495,0.0,125.66900000000001,41.923089999999995,43.406600000000005,47.33212,43.79120999999999,1.3492069000000002,42.008559999999996,43.162400000000005,0.500611,732.6406,245.4174,2514.406,3.7737170000000004,1744.266,2832.077,0
