date,HHA11AS001XQ01,HHA12AS001XQ01,HHA13AS001XQ01,HHA14AS001XQ01,HHA31AS001XQ01,HHA32AS001XQ01,HHA33AS001XQ01,HHA34AS001XQ01,HHA71AS001XQ01,HHA72AS001XQ01,HHA73AS001XQ01,HHA74AS001XQ01,HHA81AS001XQ01,HHA82AS001XQ01,HHA83AS001XQ01,HHA84AS001XQ01,HHA51AS001XQ01,HHA52AS001XQ01,HHA53AS001XQ01,HHA54AS001XQ01,HNA00AA001AXQ01,HNA00AA001BXQ01,HNA00AA002AXQ01,HNA00AA002BXQ01,YRHRPRS,YRHRTEMPT,RRHRPRS,RRHRTEMPT,LAF01CG101XQ01,LAF02CG101XQ01,LAF11CG101XQ01,LAF12CG101XQ01,LAF13CG101XQ01,LAF14CG101XQ01,LAF21CG101XQ01,LAF22CG101XQ01,LAF31CG101XQ01,LAF32CG101XQ01,LAF33CG101XQ01,LAF34CG101XQ01,MW,MWD2,MSP,MSPS,THRTEMP,A02P003G,A02P004G,PAB10CT101,PAB20CT101,PAB20CT102,NOM,LAE11CG101XQ01,LAE12CG101XQ01,LAE13CG101XQ01,LAE14CG101XQ01,LAE21CG101XQ01,LAE22CG101XQ01,LAE23CG101XQ01,LAE24CG101XQ01,BMOUT,FWFLOW,A09M210SHH,TOTALCOAL,TAF,O2,SELFP1,A017P005,resolution
2016-02-01 00:00:00,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,100.0,100.0,100.0,100.0,0.0160256,212.1208,0.018315,196.64200000000002,0.030525599999999993,0.091576,0.091576,0.091576,0.0,0.030525599999999993,0.091576,0.091576,1.159955,1.306475,0.091576,3.2661799999999994,0.428268,0.428268,0.012209899999999997,0.012209899999999997,99.41920000000002,16850.600000000002,7509.13,8.40348,8.631804000000002,8.613842000000002,0.0,0.0,0.0,1.1904800000000002,0.152625,1.06837,0.8180709999999998,0.2747260000000001,0.0,75.0,0.0,2719.9980000000005,0.0,12.2505,20.258959999999995,0.037851040000000016,5.27541,0
2016-02-01 00:10:00,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,100.0,100.0,100.0,100.0,0.0160256,211.9768,0.018315,196.64200000000002,0.030525599999999993,0.091576,0.091576,0.091576,0.0,0.030525599999999993,0.091576,0.091576,1.1477449999999998,1.31258,0.091576,3.2661799999999994,0.428268,0.428268,0.012209899999999997,0.012209899999999997,99.41920000000002,16850.600000000002,7509.13,8.370130000000001,8.603578,8.575351999999999,0.0,0.0,0.0,1.1904800000000002,0.152625,1.06837,0.7753359999999999,0.2747260000000001,0.0,75.0,0.0,2719.7580000000003,0.0,12.2505,20.259279999999997,0.03846154,5.27541,0
2016-02-01 00:20:00,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,100.0,100.0,100.0,100.0,0.0160256,211.7869,0.018315,196.64200000000002,0.030525599999999993,0.091576,0.091576,0.091576,0.0,0.030525599999999993,0.091576,0.091576,1.1538499999999998,1.306475,0.091576,3.2661799999999994,0.428268,0.428268,0.012209899999999997,0.012209899999999997,99.17823999999999,16850.600000000002,7509.13,8.347048000000003,8.567654,8.547134,0.0,0.0,0.0,1.1904800000000002,0.1465201,1.06837,0.7814409999999998,0.2747260000000001,0.0,75.0,0.0,2719.531,0.0,12.23544,20.26088,0.040903459999999996,5.27541,0
2016-02-01 00:30:00,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,100.0,100.0,100.0,100.0,0.0160256,211.64720000000003,0.018315,196.64200000000002,0.030525599999999993,0.091576,0.091576,0.091576,0.0,0.030525599999999993,0.091576,0.091576,1.159955,1.31258,0.091576,3.2661799999999994,0.428268,0.428268,0.012209899999999997,0.012209899999999997,99.11799999999998,16850.600000000002,7509.13,8.308565000000002,8.536878000000002,8.516354,0.0,0.0,0.0,1.1904800000000002,0.152625,1.06837,0.7814409999999998,0.2747260000000001,0.0,75.0,0.0,2719.299,0.0,12.2003,20.26345,0.04059822,5.27541,0
2016-02-01 00:40:00,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,100.0,100.0,100.0,100.0,0.0160256,211.5356,0.018315,196.64200000000002,0.030525599999999993,0.091576,0.091576,0.091576,0.0,0.030525599999999993,0.091576,0.091576,1.1538500000000003,1.31258,0.091576,3.2661799999999994,0.428268,0.428268,0.012209899999999997,0.012209899999999997,99.11799999999998,16850.600000000002,7509.13,8.288049999999998,8.500958,8.475302000000001,0.0,0.0,0.0,1.1904800000000002,0.152625,1.06837,0.7753359999999999,0.2747260000000001,0.0,75.0,0.0,2719.015,0.0,12.2003,20.262800000000006,0.039682499999999996,5.27541,0
2016-02-01 00:50:00,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,100.0,100.0,100.0,100.0,0.0160256,211.35040000000004,0.018315,196.64200000000002,0.030525599999999993,0.091576,0.091576,0.091576,0.0,0.030525599999999993,0.091576,0.091576,1.1477449999999998,1.30037,0.091576,3.2661799999999994,0.428268,0.428268,0.012209899999999997,0.012209899999999997,99.11799999999998,16850.600000000002,7509.13,8.270098,8.470174,8.439400000000003,0.0,0.0,0.0,1.1904800000000002,0.152625,1.06837,0.7875459999999999,0.2747260000000001,0.0,75.0,0.0,2718.771,0.0,12.2003,20.261199999999995,0.041208699999999994,5.27541,0
2016-02-01 01:00:00,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,100.0,100.0,100.0,100.0,0.0160256,211.20940000000004,0.018315,196.64200000000002,0.030525599999999993,0.091576,0.091576,0.091576,0.0,0.030525599999999993,0.091576,0.091576,1.1660600000000003,1.294265,0.091576,3.260074999999999,0.428268,0.428268,0.012209899999999997,0.012209899999999997,99.11799999999998,16850.600000000002,7509.13,8.234179999999999,8.534313000000001,8.511225,0.0,0.0,0.0,1.1904800000000002,0.152625,1.06837,0.7875459999999999,0.2747260000000001,0.0,75.0,0.0,2718.5010000000007,0.0,12.2003,20.267930000000003,0.03785104,5.27541,0
2016-02-01 01:10:00,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,100.0,100.0,100.0,100.0,0.0160256,211.03629999999998,0.014041488,196.64200000000002,0.030525599999999993,0.091576,0.091576,0.091576,0.0,0.030525599999999993,0.091576,0.091576,1.1538499999999998,1.31258,0.091576,3.2661799999999994,0.428268,0.428268,0.012209899999999997,0.012209899999999997,99.04299999999998,16850.600000000002,7509.13,8.211090000000002,8.626672000000003,8.613842000000002,0.0,0.0,0.0,1.1904800000000002,0.152625,1.06837,0.8058609999999998,0.2747260000000001,0.0,75.0,0.0,2718.303000000001,0.0,12.202100000000003,20.26761,0.039377260000000004,4.583594,0
2016-02-01 01:20:00,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,100.0,100.0,100.0,100.0,0.0160256,210.9125,0.007631219999999999,196.64200000000002,0.030525599999999993,0.091576,0.091576,0.091576,0.0,0.030525599999999993,0.091576,0.091576,1.1538499999999998,1.30037,0.091576,3.2661799999999994,0.428268,0.428268,0.012209899999999997,0.012209899999999997,98.93049999999998,16850.600000000002,7509.13,8.190568,8.598446000000001,8.570219999999999,0.0,0.0,0.0,1.1904800000000002,0.152625,1.06837,0.8119659999999997,0.2747260000000001,0.0,75.0,0.0,2718.0099999999998,0.0,12.204800000000002,20.261519999999997,0.039072020000000006,3.54587,0
2016-02-01 01:30:00,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,100.0,100.0,100.0,100.0,0.0160256,210.7524,0.007631219999999999,196.64200000000002,0.030525599999999993,0.091576,0.091576,0.091576,0.0,0.030525599999999993,0.091576,0.091576,1.1660599999999999,1.31258,0.091576,3.2600749999999996,0.428268,0.428268,0.012209899999999997,0.012209899999999997,98.93049999999998,16850.600000000002,7509.13,8.154664999999998,8.58305,8.55739,0.0,0.0,0.0,1.1904800000000002,0.152625,1.06837,0.8119659999999997,0.2747260000000001,0.0,75.0,0.0,2717.773,0.0,12.204800000000002,20.26281,0.04151393999999999,3.54587,0
