date,HHA11AS001XQ01,HHA12AS001XQ01,HHA13AS001XQ01,HHA14AS001XQ01,HHA31AS001XQ01,HHA32AS001XQ01,HHA33AS001XQ01,HHA34AS001XQ01,HHA71AS001XQ01,HHA72AS001XQ01,HHA73AS001XQ01,HHA74AS001XQ01,HHA81AS001XQ01,HHA82AS001XQ01,HHA83AS001XQ01,HHA84AS001XQ01,HHA51AS001XQ01,HHA52AS001XQ01,HHA53AS001XQ01,HHA54AS001XQ01,HNA00AA001AXQ01,HNA00AA001BXQ01,HNA00AA002AXQ01,HNA00AA002BXQ01,YRHRPRS,YRHRTEMPT,RRHRPRS,RRHRTEMPT,LAF01CG101XQ01,LAF02CG101XQ01,LAF11CG101XQ01,LAF12CG101XQ01,LAF13CG101XQ01,LAF14CG101XQ01,LAF21CG101XQ01,LAF22CG101XQ01,LAF31CG101XQ01,LAF32CG101XQ01,LAF33CG101XQ01,LAF34CG101XQ01,LAB80CT101,LBC21CT101,LBC21CP101,LBC51CP101,LBC51CT101,MW,MWD2,MSP,MSPS,THRTEMP,A02P003G,A02P004G,PAB10CT101,PAB20CT101,PAB20CT102,NOM,LAE11CG101XQ01,LAE12CG101XQ01,LAE13CG101XQ01,LAE14CG101XQ01,LAE21CG101XQ01,LAE22CG101XQ01,LAE23CG101XQ01,LAE24CG101XQ01,BMOUT,FWFLOW,A09M210SHH,TOTALCOAL,TAF,O2,SELFP1,A017P005,resolution
2016-01-01 00:00:00,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,94.0,94.0,100.0,100.0,9.262820000000001,589.7607,2.7129100000000004,591.1825999999999,0.152625,0.091576,0.091576,0.091576,2.3382199999999997,2.0451799999999993,0.14041520000000002,0.5494510000000001,1.31258,0.702076,0.091576,3.388280000000001,309.9631999999999,416.8251,9.499569999999999,3.0254630000000002,420.5490000000001,897.6458999999999,897.1114000000001,28.992669999999997,29.167420000000003,593.7673,6746.485999999999,7509.13,10.764300000000002,10.664259999999997,10.687299999999999,5.0,0.0,0.0,0.0,0.271673,0.5189260000000001,0.8913320000000002,0.25335799999999997,0.0,911.0223,2385.7219999999998,2818.3759999999997,309.0263,3310.0620000000004,3.15801,0.0,121.78999999999999,0
2016-01-01 00:10:00,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,98.8,98.8,96.8,96.8,9.262820000000001,589.8608999999999,2.7129100000000004,591.6771,0.152625,0.091576,0.091576,0.091576,2.32601,2.0696000000000003,0.152625,0.5616610000000002,1.31258,0.702076,0.091576,3.388280000000001,309.05009999999993,416.60869999999994,9.355765,2.98394,420.89529999999996,886.5112000000001,885.6296,28.96825,28.928889999999996,595.6072,6749.4710000000005,7509.13,10.75662,10.656559999999997,10.687299999999999,5.0,0.0,2.094018,5.576924999999999,15.192316,0.5189260000000001,1.3186814999999998,6.6697180000000005,7.905978,892.0568,2339.786,2840.8740000000007,305.4467,3245.951,3.060899,0.0,121.78999999999999,0
2016-01-01 00:20:00,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,100.0,100.0,88.0,88.0,9.262820000000001,590.9454,2.7129100000000004,593.1176000000002,0.152625,0.091576,0.091576,0.091576,2.319905,2.05739,0.152625,0.555556,1.31258,0.702076,0.091576,3.388280000000001,309.2682,418.668,9.382327,2.991269999999999,421.58900000000006,888.9093,888.4218999999999,29.261290000000002,28.951380000000007,598.3266,6752.457999999999,7509.13,10.738699999999998,10.635999999999997,10.664259999999997,5.0,0.0,0.644079,7.136750999999999,25.05496,0.5189260000000001,1.0989005,16.61171,14.023190000000003,891.3392,2338.007,2834.834,304.7863,3257.4230000000002,3.0323700000000002,0.0,121.78999999999999,0
2016-01-01 00:30:00,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,100.0,100.0,85.6,84.8,9.262820000000001,592.2135999999998,2.7129100000000004,592.8771,0.152625,0.091576,0.091576,0.091576,2.332115,2.0696,0.152625,0.5677660000000001,1.31258,0.702076,0.091576,3.388280000000001,309.1481,418.7834,9.35943,2.981194,422.6101,887.1107,887.1757000000001,29.21855,28.874420000000004,598.5764999999999,6755.428999999999,7509.13,10.738699999999998,10.635999999999997,10.661699999999998,5.0,0.0,5.6959706,8.785101999999998,30.60443,0.5189260000000001,0.9462766,17.35651,3.8186775999999996,887.3389999999999,2331.7490000000003,2850.208,305.4955,3242.2040000000006,3.0410250000000003,0.0,121.78999999999999,0
2016-01-01 00:40:00,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,100.0,100.0,88.0,88.0,9.262820000000001,592.8827,2.7129100000000004,592.1394,0.152625,0.091576,0.091576,0.091576,2.332115,2.0696,0.14652010000000001,0.5555560000000002,1.31258,0.702076,0.091576,3.388280000000001,309.06489999999997,419.1004,9.341111999999999,2.973865,423.30550000000005,884.7124,885.2157000000001,29.18191,28.83563,598.4399999999998,6758.378999999999,7509.13,10.738699999999998,10.635999999999997,10.661699999999998,5.0,0.0,15.45787,9.835154,16.599522999999998,0.5189260000000001,1.1233195,16.55066,0.8577540000000001,882.7533999999999,2333.8309999999997,2851.8049999999994,305.0389,3225.7529999999997,3.072757,0.0,121.78999999999999,0
2016-01-01 00:50:00,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,100.0,100.0,88.0,88.0,9.262820000000001,592.9208000000001,2.7129100000000004,591.836,0.152625,0.091576,0.091576,0.091576,2.3382199999999997,2.100125,0.152625,0.5738710000000002,1.31258,0.702076,0.091576,3.388280000000001,309.4757000000001,418.7034,9.415301,2.995849,423.38200000000006,890.8794000000001,890.1243000000001,29.133069999999996,28.97865,596.9942000000001,6761.317,7509.13,10.738699999999998,10.638569999999998,10.661699999999998,5.0,0.0,23.24175,2.0634926,0.583028,0.525031,1.4713072000000003,4.908423,0.616606,892.8476,2345.851,2839.969,305.0973,3260.6169999999997,3.1298079999999997,0.0,121.78999999999999,0
2016-01-01 01:00:00,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,100.0,100.0,88.0,88.0,9.262820000000001,593.0415,2.7129100000000004,591.9309999999999,0.13431030000000002,0.091576,0.091576,0.091576,2.3260099999999997,2.100125,0.152625,0.5738710000000001,1.31258,0.702076,0.091576,3.388280000000001,309.2871999999999,419.0538999999999,9.375916,2.9845510000000006,423.45400000000006,887.8814999999998,888.0348,28.986560000000004,28.941309999999998,597.7839,6764.253,7509.13,10.738699999999998,10.638569999999998,10.661699999999998,5.0,0.0,27.808320000000002,0.8638593,0.27777799999999997,0.5860809000000001,1.2026869000000002,7.338209000000001,0.552504,888.8014999999999,2343.031,2843.382,306.098,3253.92,3.064102,0.0,121.78999999999999,0
2016-01-01 01:10:00,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,100.0,100.0,88.0,88.0,9.262820000000001,594.1374999999999,2.7129100000000004,592.5633999999999,0.152625,0.091576,0.091576,0.091576,2.3382199999999997,2.100125,0.152625,0.5616610000000001,1.31258,0.702076,0.091576,3.388280000000001,309.11379999999997,419.6879,9.333784,2.97295,424.1644,884.6265999999999,884.6771999999999,29.053720000000006,28.859490000000005,598.9076000000001,6767.206,7509.13,10.741259999999999,10.646279999999997,10.67962,5.0,0.0,39.835179999999994,16.520142,6.037843,0.6593403,2.1733800000000008,22.0757,1.0286950000000001,881.6970000000001,2308.708,2855.5019999999995,301.59849999999994,3237.5019999999995,2.978847,0.0,121.78999999999999,0
2016-01-01 01:20:00,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,100.0,100.0,88.0,88.0,9.262820000000001,594.2293000000002,2.7129100000000004,593.4209,0.13431030000000002,0.091576,0.091576,0.091576,2.35043,2.10623,0.1465201,0.5738710000000001,1.31258,0.702076,0.091576,3.388280000000001,308.9904,419.8201,9.344773,2.973865,424.48109999999997,885.5689,884.9375,29.09644,28.80396,598.71,6770.168000000001,7509.13,10.741259999999999,10.646279999999997,10.671939999999998,5.0,0.0,48.03419,38.66301,15.112913,0.702076,0.946277,33.62027,1.333944,880.658,2301.31,2862.21,301.0045,3221.3080000000004,3.085896,0.0,121.78999999999999,0
2016-01-01 01:30:00,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,100.0,100.0,88.0,88.0,9.262820000000001,592.6953,2.7129100000000004,591.6494,0.13431030000000002,0.091576,0.091576,0.091576,2.3443249999999995,2.100125,0.152625,0.5616610000000002,1.31258,0.702076,0.091576,3.388280000000001,308.7219,418.00049999999993,9.293479999999999,2.9592089999999995,423.82759999999996,880.3438999999998,880.7180000000001,28.693520000000007,28.68639,595.0425,6773.0960000000005,7509.13,10.738699999999998,10.635999999999997,10.661699999999998,5.0,0.0,49.413920000000005,38.54702999999999,0.308303,0.714286,1.1172138,6.965804,0.0,878.2939999999999,2293.54,2868.9289999999996,300.34680000000003,3214.9350000000004,3.2794880000000006,0.0,121.78999999999999,0
